file	sentence-prefix	reason	decision-ref
skills/poteto-mode/playbooks/multi-phase-plan.md	[ ] When every box is checked and the predicate is true, call `UpdateGoal({status: "COMPLETE"})`.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/opening-a-pr.md	Agents use the current branch by default.	pstack-agents maps isolated cloud work to managed local worktrees	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	On Pi, spawn and resume with `Task`; set `run_in_background: true` for the rolling window, then drain them with `SubagentAwait`, per `references/pi-runtime.md`.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	Owns its track's units and boards, authors its workers' briefs, and spawns its own workers and verifiers.	Pi-specific workflow clarification is carried from the logged pstack migration	pi-runtime.md:5-7; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	Nesting works to depth 3 (coordinator, sub-coordinator, worker) when the parent agent definition sets `allowNestedSubagents: true`.	Pi-specific workflow clarification is carried from the logged pstack migration	pi-runtime.md:5-7; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	A nested Task accepts the full schema, including `environment`.	pstack-agents maps isolated cloud work to managed local worktrees; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/orchestrate.md	**Worker / verifier.** Always use `environment: "cloud"` for an isolated local worktree unless the task needs the shared checkout: `control-ui` or `control-cli` runtime verification against the running dev app, reading local transcripts under Cursor's `agent-transcripts/`, simulators and local IDE state, auth that exists only here, or uncommitted state that exists only in the main checkout.	pstack-agents maps isolated cloud work to managed local worktrees; Pi scopes transcripts and run data to the active workspace session; Pi supplies MCP through installed adapters and documents local CLIs as the fallback; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:45-52; pi-runtime.md:69-77; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/orchestrate.md	Set `cloud_base_branch` to a fetched named ref.	pstack-agents maps isolated cloud work to managed local worktrees	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	Cloud Tasks require a clean source checkout and start from a committed ref.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	They can read the store by absolute path, so include that path or inline the needed content.	Pi-specific workflow clarification is carried from the logged pstack migration	pi-runtime.md:5-7; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	It lives outside every worktree so isolated Tasks can reach it by absolute path.	pstack-agents maps isolated cloud work to managed local worktrees; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/orchestrate.md	Create one goal for the program with `CreateGoal({objective: "<program objective>"})`.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	Record each returned `agent_id` in the store so you can probe the run after a restart.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	Call `UpdateGoal({status: "COMPLETE"})` after the completion audit.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	Restacks run in a managed local worktree lane, the Pi replacement for a cloud lane, one at a time.	pstack-agents maps isolated cloud work to managed local worktrees	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	Parallel restacks at this scale take the laptop down.	Worktree isolation, Pi mission/schedule state, and restart behavior are documented local replacements.	pi-runtime.md:59-67; pi-runtime.md:82-89; fixes-round2.tsv#U5
skills/poteto-mode/playbooks/orchestrate.md	Probe read-only: the ledger, `units.tsv`, `gh`, pushed branches, and the agent's status in the Cursor dashboard, mapped on Pi to `SubagentAwait({agent_id, timeout_ms: 0})`; use `/goal` for the goal.	pstack-agents maps isolated cloud work to managed local worktrees; Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:23-24; pi-runtime.md:30-41; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/orchestrate.md	After a Pi restart: background Tasks run in detached processes and may still be active.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	Re-read the standing orders and `units.tsv`, recompute the frontier, and probe each recorded `agent_id` with `SubagentAwait({agent_id, timeout_ms: 0})`.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	Reattach live work by PR and branch when an id is unavailable.	pstack-agents maps isolated cloud work to managed local worktrees	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/orchestrate.md	Respawn one sub-coordinator per track from its stored brief plus current state, drain, and resume.	Pi-specific workflow clarification is carried from the logged pstack migration	pi-runtime.md:5-7; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/shipping.md	Launch one subagent per PR, not batched.	Pi-specific workflow clarification is carried from the logged pstack migration	pi-runtime.md:5-7; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/shipping.md	On Pi, map each to one background `Task` with `environment: "cloud"`, a managed local worktree equivalent to the upstream Cursor cloud agent.	pstack-agents maps isolated cloud work to managed local worktrees; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/shipping.md	Run independent Tasks in parallel in one message.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/shipping.md	Set `description`, `prompt`, `subagent_type: "poteto-agent"`, `run_in_background: true`, `environment: "cloud"`, and `cloud_base_branch: "origin/<branch>"` after fetching the PR head.	pstack-agents maps isolated cloud work to managed local worktrees; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/shipping.md	Each agent exercises the real surface with the matching control skill (such as `control-ui` or `control-cli`) against parent versus head.	Pi supplies MCP through installed adapters and documents local CLIs as the fallback	pi-runtime.md:69-77
skills/poteto-mode/playbooks/shipping.md	Hold the watch under Cursor's `/loop` in dynamic mode; on Pi, run it as a background `Shell` process that prints a unique sentinel at each terminal event.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/shipping.md	Set `output_notification` to match the sentinel, and use a long one-shot background `Shell` heartbeat as fallback if the watcher dies, per `references/pi-runtime.md`.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/shipping.md	Rearm the watcher after each wake.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/worktree-cleanup.md	It reads paths from `git worktree list`, never hand-typed, since a hand-typed `myrepo-worktrees/x` misses a path such as `.cursor/worktrees/myrepo/x` (principle-encode-lessons-in-structure).	pstack-agents maps isolated cloud work to managed local worktrees	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/worktree-cleanup.md	This includes managed local worktrees created by Tasks with `environment: "cloud"`; record the owner `agent_id` and branch from each Task result.	pstack-agents maps isolated cloud work to managed local worktrees; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/worktree-cleanup.md	Before removing a managed worktree, probe its owner with `SubagentAwait({agent_id, timeout_ms: 0})`.	pstack-agents maps isolated cloud work to managed local worktrees; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/worktree-cleanup.md	The transcript scan is slow, so background it with a `Shell` command and use `Await` for its completion, per `references/pi-runtime.md`.	Pi scopes transcripts and run data to the active workspace session; Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:45-52; round3-decisions.tsv#MIGRATION; pi-runtime.md:23-24; pi-runtime.md:30-41; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/worktree-cleanup.md	Run the absolute script path in that background `Shell`.	Pi maps background polling and wake behavior to monitored Shell tasks and its goal tools	pi-runtime.md:23-24; pi-runtime.md:30-41; round3-decisions.tsv#MIGRATION
skills/poteto-mode/playbooks/worktree-cleanup.md	Check each `agent_id` found in the transcripts with `SubagentAwait({agent_id, timeout_ms: 0})`.	Pi scopes transcripts and run data to the active workspace session; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:45-52; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/poteto-mode/playbooks/worktree-cleanup.md	More when needed: Xcode `DerivedData` and `iOS DeviceSupport`, completed Task run data under `~/.pi/agent/sessions/<workspace>/pstack-agents/`, and package caches (pnpm, uv, brew, yarn).	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/recall/SKILL.md	The current chat is `$PI_SESSION_FILE`.	Current and child Pi transcript layouts replace Cursor agent-transcripts.	pi-runtime.md:95-98; fixes-round2.tsv#U5
skills/recall/SKILL.md	Task sessions are `<timestamp>_<id>/<agent_id>/session.jsonl`, beside the parent session file.	Pi scopes transcripts and run data to the active workspace session; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:45-52; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24; decisions-package.tsv:28
skills/recall/SKILL.md	Every line is one JSON event.	Current and child Pi transcript layouts replace Cursor agent-transcripts.	pi-runtime.md:95-98; fixes-round2.tsv#U5
skills/recall/SKILL.md	Chat turns are the `{"type":"message"}` lines, with `message.role` and `message.content`.	Current and child Pi transcript layouts replace Cursor agent-transcripts.	pi-runtime.md:95-98; fixes-round2.tsv#U5
skills/recall/SKILL.md	These transcript paths follow Pi's runtime in `../poteto-mode/references/pi-runtime.md`.	Pi scopes transcripts and run data to the active workspace session	pi-runtime.md:45-52; round3-decisions.tsv#MIGRATION
skills/recall/SKILL.md	Loading this skill authorizes the Task calls it prescribes.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/recall/SKILL.md	Spawn parallel Tasks on a fast, cheap model, each taking a slice of the corpus, in one message with `subagent_type: "generalPurpose"` and `readonly: false`.	Pi model roles use the AGENTS.md pstack block and upstream model defaults map to Pi model ids; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:58-66; pi-runtime.md:81-85; fixes-round2.tsv#U3; round3-decisions.tsv#Q15; pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/recall/SKILL.md	Tell every Task to order candidates by real modification time (`ls -t`) and never by id or timestamp in the name.	Pi scopes transcripts and run data to the active workspace session; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:45-52; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/recall/SKILL.md	It greps the topic first, then reads only matching chats and relevant regions.	Pi-specific workflow clarification is carried from the logged pstack migration	pi-runtime.md:5-7; round3-decisions.tsv#MIGRATION
skills/recall/SKILL.md	It skips the current chat plus obvious noise (subagent, eval, and test chats).	Pi-specific workflow clarification is carried from the logged pstack migration	pi-runtime.md:5-7; round3-decisions.tsv#MIGRATION
skills/reflect/SKILL.md	Loading this skill authorizes the Task calls it prescribes.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/reflect/SKILL.md	Pi names it in `$PI_SESSION_FILE`.	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	echo "$PI_SESSION_FILE"	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	ls -t "$(dirname "$PI_SESSION_FILE")"/*.jsonl 2>/dev/null | head -10	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	find "${PI_SESSION_FILE%.jsonl}" -name '*.jsonl' -print0 2>/dev/null | xargs -0 ls -t 2>/dev/null | head -10	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	Two transcript layouts: a top-level session (`<timestamp>_<id>.jsonl` in the workspace session directory) and its subagent sessions (`<session basename>/<run id	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	When `PI_SUBAGENT_CHILD=1`, `$PI_SESSION_FILE` is this child's own `run-<n>/session.jsonl`.	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	Review that file, and find the parent as the `<timestamp>_$PI_SUBAGENT_PARENT_SESSION.jsonl` file in the workspace sessions directory.	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	When `$PI_SESSION_FILE` is unset, check each candidate.	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	Its first line is `{"type":"session",...,"cwd":...}`.	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	Find the first `{"type":"message"}` line whose `message.role` is `user` and check that its text contains the conversation's opening user prompt.	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	Read-only Task calls strip MCP access.	Pi supplies MCP through installed adapters and documents local CLIs as the fallback; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:69-77; pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/reflect/SKILL.md	Read-only Task calls strip MCP access.	Pi supplies MCP through installed adapters and documents local CLIs as the fallback; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:69-77; pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/reflect/SKILL.md	On Pi, your team's tracker is the one the operator named, in this conversation or as a `backlog tracker:` line in `~/.pi/agent/AGENTS.md` or the project's `AGEN	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	File there without asking.	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	With none named, file nowhere.	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	Never infer a tracker from git remotes, skill paths, or the repo that publishes this Pi port.	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	List each Backlog item in the summary under **Backlog, not filed**, followed by the one `backlog tracker:` line that would enable filing.	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/SKILL.md	With no named tracker, **Backlog, not filed**: one line each, then the `backlog tracker:` line that would enable filing.	Pi session transcripts and the operator-named tracker rule replace Cursor transcript/tracker assumptions.	pi-runtime.md:95-98; round3-decisions.tsv#F4
skills/reflect/references/divergent-reviewer.md	`read` tool calls against any `SKILL.md` file (project `.pi/skills/` or `.agents/skills/`, user-level `~/.pi/agent/skills/` in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`), or `~/.agents/skills/`, or Pi packag	Pi transcript/tool evidence replaces Cursor-specific review signal paths.	pi-runtime.md:95-98; decisions.tsv#6
skills/reflect/references/divergent-reviewer.md	`/skill:<name>` commands in user messages	Pi transcript/tool evidence replaces Cursor-specific review signal paths.	pi-runtime.md:95-98; decisions.tsv#6
skills/reflect/references/divergent-reviewer.md	`Task` calls whose `prompt` or `description` names a skill path	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/reflect/references/judgment-reviewer.md	`read` tool calls against any `SKILL.md` file (project `.pi/skills/` or `.agents/skills/`, user-level `~/.pi/agent/skills/` in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`), or `~/.agents/skills/`, or Pi packag	Pi transcript/tool evidence replaces Cursor-specific review signal paths.	pi-runtime.md:95-98; decisions.tsv#6
skills/reflect/references/judgment-reviewer.md	`/skill:<name>` commands in user messages	Pi transcript/tool evidence replaces Cursor-specific review signal paths.	pi-runtime.md:95-98; decisions.tsv#6
skills/reflect/references/judgment-reviewer.md	`Task` calls whose `prompt` or `description` names a skill path	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/reflect/references/tooling-reviewer.md	`read` tool calls against any `SKILL.md` file (project `.pi/skills/` or `.agents/skills/`, user-level `~/.pi/agent/skills/` in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`), or `~/.agents/skills/`, or Pi packag	Pi transcript/tool evidence replaces Cursor-specific review signal paths.	pi-runtime.md:95-98; decisions.tsv#6
skills/reflect/references/tooling-reviewer.md	`/skill:<name>` commands in user messages	Pi transcript/tool evidence replaces Cursor-specific review signal paths.	pi-runtime.md:95-98; decisions.tsv#6
skills/reflect/references/tooling-reviewer.md	`Task` calls whose `prompt` or `description` names a skill path	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/setup-pstack/SKILL.md	Write the pstack block to `${PI_CODING_AGENT_DIR:-$HOME/.pi/agent}/AGENTS.md`.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	Pi loads that file into every session, which makes it the always-applied rule that sets pstack's model per role.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	The block also carries the poteto-mode reminder, since Pi has no sticky modes.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	Run `pi --list-models` to enumerate model ids available to Task.	Pi model roles use the AGENTS.md pstack block and upstream model defaults map to Pi model ids; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:58-66; pi-runtime.md:81-85; fixes-round2.tsv#U3; round3-decisions.tsv#Q15; pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/setup-pstack/SKILL.md	Every id is `<provider>/<id>`.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	A real value is one of those ids plus an optional thinking suffix, `:<level>`, where the level is one of `off`, `minimal`, `low`, `medium`, `high`, `xhigh`, `ma	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	The aliases `inherit-parent` and `auto` are valid model choices in the pstack block; omit `model` for either alias so Task uses the parent model.	Pi model roles use the AGENTS.md pstack block and upstream model defaults map to Pi model ids; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:58-66; pi-runtime.md:81-85; fixes-round2.tsv#U3; round3-decisions.tsv#Q15; pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/setup-pstack/SKILL.md	Also read an existing `~/.cursor/rules/pstack-models.mdc` once, if present, as a migration source for the user's role choices.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	*(a) Ask for a budget.** Use the `questionnaire` tool (ask in chat with lettered options when it has no UI) with these four options and these exact labels, and name the current budget when the block records one.	Pi maps structured questions and todos to its questionnaire and todo tools	pi-runtime.md:93-100
skills/setup-pstack/SKILL.md	When the questionnaire returns the answer, continue straight to (b) in the same turn.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	End the turn only when you fell back to asking in chat.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	The ladder is `max` > `xhigh` > `high` > `medium` > `low` > `minimal` > `off`.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	A value with no suffix uses the model's default thinking level, so add the target suffix.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	Every detected Pi model accepts every suffix, and Pi clamps a level the provider does not support, so the id itself never changes.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	*(c) Show the roles and confirm.** Show every role with its model, marking any real model id not in the detected set as needing a choice.	Pi model roles use the AGENTS.md pstack block and upstream model defaults map to Pi model ids	pi-runtime.md:58-66; pi-runtime.md:81-85; fixes-round2.tsv#U3; round3-decisions.tsv#Q15
skills/setup-pstack/SKILL.md	Both aliases mean the role runs on the parent model, so omit `model`.	Pi model roles use the AGENTS.md pstack block and upstream model defaults map to Pi model ids	pi-runtime.md:58-66; pi-runtime.md:81-85; fixes-round2.tsv#U3; round3-decisions.tsv#Q15
skills/setup-pstack/SKILL.md	Continue in the same turn once the questionnaire answers.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	End the turn only for the chat fallback.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	Every real value written must be a detected id plus an optional valid suffix.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	If a chosen id is not available, stop and ask again.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	Create `${PI_CODING_AGENT_DIR:-$HOME/.pi/agent}/AGENTS.md` if it is missing.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	Replace everything between the two markers with the new block, or append the block at the end when the markers are absent.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	Leave the rest of the file untouched, so re-runs stay idempotent.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	Write it with a small script rather than by hand (principle-build-the-lever), then print the block back to confirm.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	poteto-mode reminder. New task? Playbook match or rigor needed -> read `ABSOLUTE_PATH_TO_POTETO_MODE_SKILL` in full and follow it, exactly as if the user h	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	Standing delegation authorization. The operator authorizes Task delegation whenever a loaded pstack skill, playbook, or agent file prescribes it, with the fan-out it names. Launch the Task fan-out the skill prescribes instead of doing that work in the parent.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
